DatasetOutFileName,label_sample,Region,cam,DateTimeOriginal,DateTime,DOY,Hour,Minute,Temperature,Flash,ExposureTime,weather,weather_desc,cis_fold,trans_fold,holdout,cis_prod_fold,DatasetAbsPath,DatasetLocalPath
001576.JPG,strategic,ZA,SA15,2022:04:11 16:03:48,11/04/2022 16:03,101,16,3,-2,0,0.002847656,2,snow,3,5,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001576.JPG,./dataset_local/001576.png
001577.JPG,strategic,ZA,SA09,2021:12:16 17:03:52,16/12/2021 17:03,350,17,3,7,0,0.03759796,0,background,3,3,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001577.JPG,./dataset_local/001577.png
001578.JPG,systematic,CH,C18,2021:10:11 18:01:54,11/10/2021 18:01,284,18,1,4,0,0.019978088,0,background,3,5,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001578.JPG,./dataset_local/001578.png
001579.JPG,systematic,CH,C19,2021:10:04 12:00:56,04/10/2021 12:00,277,12,0,13,0,0.002180237,0,background,1,3,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001579.JPG,./dataset_local/001579.png
001580.JPG,systematic,CH,C19,2021:07:17 00:04:11,17/07/2021 00:04,198,0,4,11,1,0.06598553,0,background,1,3,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001580.JPG,./dataset_local/001580.png
001581.JPG,strategic,ZA,SA17,2022:04:11 12:01:35,11/04/2022 12:01,101,12,1,1,0,0.000177979,2,snow,6,6,True,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001581.JPG,./dataset_local/001581.png
001582.JPG,systematic,ZA,SA05,2022:02:16 20:04:54,16/02/2022 20:04,47,20,4,6,1,0.065985535,0,background,1,1,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001582.JPG,./dataset_local/001582.png
001583.JPG,systematic,ZA,SA05,2022:04:30 18:04:00,30/04/2022 18:04,120,18,4,2,1,0.06598553,0,background,2,1,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001583.JPG,./dataset_local/001583.png
001584.JPG,systematic,ZA,SA01,2022:03:12 15:04:46,12/03/2022 15:04,71,15,4,11,0,0.003515076,0,background,5,2,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001584.JPG,./dataset_local/001584.png
001585.JPG,systematic,ZA,SA25,2022:03:11 13:02:44,11/03/2022 13:02,70,13,2,19,0,0.001201355,1,sunshine,3,3,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001585.JPG,./dataset_local/001585.png
001586.JPG,strategic,ZA,SA10,2022:04:11 12:02:13,11/04/2022 12:02,101,12,2,0,0,0.000177979,2,snow,5,5,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001586.JPG,./dataset_local/001586.png
001587.JPG,systematic,ZA,SA13,2022:01:11 17:04:22,11/01/2022 17:04,11,17,4,8,0,0.030701294,0,background,3,4,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001587.JPG,./dataset_local/001587.png
001588.JPG,systematic,ZA,SA09,2021:12:25 21:00:16,25/12/2021 21:00,359,21,0,3,1,0.065985535,0,background,4,3,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001588.JPG,./dataset_local/001588.png
001589.JPG,systematic,CH,C22,2021:06:28 00:03:31,28/06/2021 00:03,179,0,3,13,1,0.06598553,0,background,2,4,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001589.JPG,./dataset_local/001589.png
001590.JPG,systematic,ZA,SA16,2021:12:26 04:03:44,26/12/2021 04:03,360,4,3,7,1,0.065985535,0,background,5,4,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001590.JPG,./dataset_local/001590.png
001591.JPG,strategic,CH,C24,2021:10:13 17:01:36,13/10/2021 17:01,286,17,1,-1,0,0.002224731,2,snow,6,6,True,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001591.JPG,./dataset_local/001591.png
001592.JPG,systematic,ZA,SA21,2021:12:01 09:03:37,01/12/2021 09:03,335,9,3,22,0,0.000622925,1,sunshine,6,6,True,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001592.JPG,./dataset_local/001592.png
001593.JPG,strategic,CH,C05,2021:07:08 12:15:00,08/07/2021 12:15,189,12,15,7,0,0.01681897,3,hail,4,1,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001593.JPG,./dataset_local/001593.png
001594.JPG,strategic,ZA,SA04,2022:04:11 05:04:49,11/04/2022 05:04,101,5,4,-1,1,0.06598553,2,snow,1,1,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001594.JPG,./dataset_local/001594.png
001595.JPG,systematic,ZA,SA01,2022:03:31 09:02:16,31/03/2022 09:02,90,9,2,11,0,0.002046753,0,background,1,2,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001595.JPG,./dataset_local/001595.png
001596.JPG,systematic,ZA,SA10,2022:01:20 23:00:51,20/01/2022 23:00,20,23,0,4,1,0.065985535,0,background,2,5,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001596.JPG,./dataset_local/001596.png
001597.JPG,systematic,CH,C24,2021:10:09 22:00:55,09/10/2021 22:00,282,22,0,0,1,0.06598553,0,background,6,6,True,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001597.JPG,./dataset_local/001597.png
001598.JPG,systematic,CH,C17,2021:08:08 03:02:45,08/08/2021 03:02,220,3,2,5,1,0.065985535,0,background,1,3,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001598.JPG,./dataset_local/001598.png
001599.JPG,systematic,ZA,SA06,2022:03:25 08:04:03,25/03/2022 08:04,84,8,4,7,0,0.002046753,1,sunshine,1,1,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001599.JPG,./dataset_local/001599.png
001600.JPG,systematic,ZA,SA01,2022:05:01 15:01:14,01/05/2022 15:01,121,15,1,5,0,0.00778656,0,background,4,2,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001600.JPG,./dataset_local/001600.png
001601.JPG,systematic,ZA,SA03,2022:04:18 04:02:23,18/04/2022 04:02,108,4,2,-3,1,0.06598553,2,snow,3,5,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001601.JPG,./dataset_local/001601.png
001602.JPG,systematic,ZA,SA12,2022:04:05 00:01:20,05/04/2022 00:01,95,0,1,1,1,0.06598553,0,background,1,3,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001602.JPG,./dataset_local/001602.png
001603.JPG,strategic,ZA,SA03,2022:04:11 02:00:44,11/04/2022 02:00,101,2,0,-1,1,0.06598553,2,snow,2,5,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001603.JPG,./dataset_local/001603.png
001604.JPG,strategic,ZA,SA18,2022:04:17 00:03:11,17/04/2022 00:03,107,0,3,-1,1,0.06598553,0,background,6,6,True,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001604.JPG,./dataset_local/001604.png
001605.JPG,systematic,ZA,SA20,2022:01:03 16:00:41,03/01/2022 16:00,3,16,0,15,0,0.00182428,1,sunshine,1,1,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001605.JPG,./dataset_local/001605.png
001606.JPG,strategic,ZA,SA08,2021:12:17 02:02:30,17/12/2021 02:02,351,2,2,-1,1,0.06598553,0,background,4,3,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001606.JPG,./dataset_local/001606.png
001607.JPG,systematic,ZA,SA04,2021:12:02 18:01:43,02/12/2021 18:01,336,18,1,8,0,0.059533813,1,sunshine,5,1,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001607.JPG,./dataset_local/001607.png
001608.JPG,systematic,ZA,SA15,2022:02:01 15:00:23,01/02/2022 15:00,32,15,0,18,0,0.001334839,0,background,3,5,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001608.JPG,./dataset_local/001608.png
001609.JPG,strategic,CH,C13,2021:09:06 02:00:01,06/09/2021 02:00,249,2,0,8,1,0.065985535,0,background,2,1,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001609.JPG,./dataset_local/001609.png
001610.JPG,strategic,CH,C15,2021:07:23 14:00:00,23/07/2021 14:00,204,14,0,22,0,0.000800903,1,sunshine,2,4,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001610.JPG,./dataset_local/001610.png
001611.JPG,systematic,CH,C20,2021:10:03 20:00:57,03/10/2021 20:00,276,20,0,7,1,0.065985535,0,background,2,2,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001611.JPG,./dataset_local/001611.png
001612.JPG,systematic,CH,C19,2021:09:22 00:03:23,22/09/2021 00:03,265,0,3,7,1,0.06598553,0,background,5,3,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001612.JPG,./dataset_local/001612.png
001613.JPG,systematic,ZA,SA04,2021:12:13 04:03:28,13/12/2021 04:03,347,4,3,4,1,0.065985535,0,background,4,1,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001613.JPG,./dataset_local/001613.png
001614.JPG,systematic,ZA,SA14,2021:11:27 23:03:35,27/11/2021 23:03,331,23,3,3,1,0.065985535,0,background,1,4,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001614.JPG,./dataset_local/001614.png
001615.JPG,systematic,ZA,SA02,2022:04:30 15:02:22,30/04/2022 15:02,120,15,2,5,0,0.00240271,1,sunshine,4,2,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001615.JPG,./dataset_local/001615.png
001616.JPG,systematic,CH,C24,2021:09:14 22:01:01,14/09/2021 22:01,257,22,1,11,1,0.06598553,0,background,6,6,True,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001616.JPG,./dataset_local/001616.png
001617.JPG,systematic,ZA,SA03,2022:01:19 15:00:39,19/01/2022 15:00,19,15,0,6,0,0.015840088,0,background,3,5,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001617.JPG,./dataset_local/001617.png
001618.JPG,strategic,ZA,SA20,2021:12:24 19:03:35,24/12/2021 19:03,358,19,3,3,0,0.06598553,3,hail,2,1,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001618.JPG,./dataset_local/001618.png
001619.JPG,systematic,CH,C23,2021:07:27 05:01:15,27/07/2021 05:01,208,5,1,9,1,0.06598553,0,background,4,3,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001619.JPG,./dataset_local/001619.png
001620.JPG,strategic,CH,C01,2021:08:25 02:00:00,25/08/2021 02:00,237,2,0,6,1,0.065985535,0,background,1,5,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001620.JPG,./dataset_local/001620.png
001621.JPG,systematic,ZA,SA16,2022:03:20 13:01:12,20/03/2022 13:01,79,13,1,11,0,0.003604065,0,background,3,4,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001621.JPG,./dataset_local/001621.png
001622.JPG,systematic,CH,C20,2021:09:01 22:03:36,01/09/2021 22:03,244,22,3,5,1,0.065985535,0,background,3,2,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001622.JPG,./dataset_local/001622.png
001623.JPG,systematic,ZA,SA12,2021:12:30 04:01:12,30/12/2021 04:01,364,4,1,5,1,0.065985535,0,background,5,3,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001623.JPG,./dataset_local/001623.png
001624.JPG,systematic,ZA,SA25,2022:01:03 21:03:57,03/01/2022 21:03,3,21,3,14,1,0.065985535,0,background,2,3,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001624.JPG,./dataset_local/001624.png
001625.JPG,systematic,CH,C18,2021:10:06 21:01:20,06/10/2021 21:01,279,21,1,-1,1,0.065985535,2,snow,5,5,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001625.JPG,./dataset_local/001625.png
001626.JPG,systematic,ZA,SA25,2022:04:30 13:03:59,30/04/2022 13:03,120,13,3,18,0,0.000711914,1,sunshine,5,3,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001626.JPG,./dataset_local/001626.png
001627.JPG,strategic,CH,C18,2021:10:10 13:01:47,10/10/2021 13:01,283,13,1,9,0,0.001023376,1,sunshine,5,5,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001627.JPG,./dataset_local/001627.png
001628.JPG,strategic,ZA,SA12,2022:04:11 11:02:45,11/04/2022 11:02,101,11,2,0,0,0.00057843,2,snow,3,3,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001628.JPG,./dataset_local/001628.png
001629.JPG,strategic,ZA,SA20,2022:04:17 19:00:31,17/04/2022 19:00,107,19,0,-2,1,0.06598553,2,snow,5,1,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001629.JPG,./dataset_local/001629.png
001630.JPG,systematic,ZA,SA09,2021:12:15 11:03:31,15/12/2021 11:03,349,11,3,15,0,0.001290344,0,background,5,3,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001630.JPG,./dataset_local/001630.png
001631.JPG,systematic,CH,C22,2021:08:21 21:03:17,21/08/2021 21:03,233,21,3,14,1,0.06598553,0,background,2,4,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001631.JPG,./dataset_local/001631.png
001632.JPG,systematic,ZA,SA18,2022:01:18 04:01:31,18/01/2022 04:01,18,4,1,3,1,0.065985535,0,background,6,6,True,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001632.JPG,./dataset_local/001632.png
001633.JPG,strategic,CH,C02,2021:10:23 01:00:01,23/10/2021 01:00,296,1,0,-1,1,0.065985535,0,background,6,6,True,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001633.JPG,./dataset_local/001633.png
001634.JPG,systematic,CH,C24,2021:10:12 08:01:15,12/10/2021 08:01,285,8,1,-1,0,0.04404968,0,background,6,6,True,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001634.JPG,./dataset_local/001634.png
001635.JPG,systematic,CH,C22,2021:09:25 23:04:56,25/09/2021 23:04,268,23,4,12,1,0.06598553,0,background,5,4,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001635.JPG,./dataset_local/001635.png
001636.JPG,strategic,ZA,SA19,2021:12:24 19:03:35,24/12/2021 19:03,358,19,3,2,1,0.06598553,3,hail,6,6,True,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001636.JPG,./dataset_local/001636.png
001637.JPG,strategic,CH,C03,2021:08:16 01:00:01,16/08/2021 01:00,228,1,0,17,1,0.06598553,0,background,4,5,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001637.JPG,./dataset_local/001637.png
001638.JPG,systematic,CH,C18,2021:09:07 01:02:15,07/09/2021 01:02,250,1,2,7,1,0.065985535,0,background,2,5,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001638.JPG,./dataset_local/001638.png
001639.JPG,strategic,ZA,SA03,2022:04:11 17:00:51,11/04/2022 17:00,101,17,0,-2,0,0.004360474,2,snow,2,5,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001639.JPG,./dataset_local/001639.png
001640.JPG,strategic,ZA,SA16,2021:11:22 22:01:36,22/11/2021 22:01,326,22,1,5,1,0.06598553,3,hail,2,4,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001640.JPG,./dataset_local/001640.png
001641.JPG,strategic,CH,C01,2021:10:10 01:00:00,10/10/2021 01:00,283,1,0,-2,1,0.065985535,0,background,3,5,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001641.JPG,./dataset_local/001641.png
001642.JPG,systematic,ZA,SA10,2022:04:13 06:02:55,13/04/2022 06:02,103,6,2,-1,1,0.06598553,2,snow,5,5,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001642.JPG,./dataset_local/001642.png
001643.JPG,strategic,ZA,SA02,2021:11:23 02:01:35,23/11/2021 02:01,327,2,1,1,1,0.065985535,3,hail,1,2,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001643.JPG,./dataset_local/001643.png
001644.JPG,strategic,ZA,SA19,2022:04:17 05:01:26,17/04/2022 05:01,107,5,1,-3,1,0.06598553,2,snow,6,6,True,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001644.JPG,./dataset_local/001644.png
001645.JPG,strategic,ZA,SA10,2022:04:11 16:02:21,11/04/2022 16:02,101,16,2,-2,0,0.001868774,2,snow,2,5,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001645.JPG,./dataset_local/001645.png
001646.JPG,strategic,ZA,SA18,2022:04:17 14:03:11,17/04/2022 14:03,107,14,3,2,0,0.01303693,0,background,6,6,True,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001646.JPG,./dataset_local/001646.png
001647.JPG,systematic,CH,C21,2021:07:26 19:01:19,26/07/2021 19:01,207,19,1,10,0,0.01125714,0,background,4,2,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001647.JPG,./dataset_local/001647.png
001648.JPG,strategic,ZA,SA08,2022:04:11 06:02:21,11/04/2022 06:02,101,6,2,-1,1,0.0571311,2,snow,5,3,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001648.JPG,./dataset_local/001648.png
001649.JPG,systematic,ZA,SA02,2022:04:02 12:01:11,02/04/2022 12:01,92,12,1,6,0,0.004894409,0,background,2,2,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001649.JPG,./dataset_local/001649.png
001650.JPG,systematic,ZA,SA04,2021:12:11 02:03:01,11/12/2021 02:03,345,2,3,7,1,0.065985535,0,background,5,1,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001650.JPG,./dataset_local/001650.png
001651.JPG,systematic,ZA,SA23,2022:02:03 00:03:09,03/02/2022 00:03,34,0,3,16,1,0.065985535,0,background,5,4,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001651.JPG,./dataset_local/001651.png
001652.JPG,strategic,ZA,SA14,2021:12:17 04:02:10,17/12/2021 04:02,351,4,2,-1,1,0.06598553,3,hail,2,4,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001652.JPG,./dataset_local/001652.png
001653.JPG,systematic,ZA,SA16,2021:11:21 19:01:09,21/11/2021 19:01,325,19,1,7,1,0.065985535,0,background,2,4,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001653.JPG,./dataset_local/001653.png
001654.JPG,strategic,ZA,SA06,2021:11:22 19:00:10,22/11/2021 19:00,326,19,0,1,1,0.06598553,3,hail,4,1,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001654.JPG,./dataset_local/001654.png
001655.JPG,systematic,CH,C21,2021:08:30 21:03:49,30/08/2021 21:03,242,21,3,5,1,0.06598553,0,background,1,2,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001655.JPG,./dataset_local/001655.png
001656.JPG,systematic,ZA,SA08,2022:04:10 01:01:54,10/04/2022 01:01,100,1,1,-1,1,0.06598553,0,background,2,3,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001656.JPG,./dataset_local/001656.png
001657.JPG,systematic,CH,C20,2021:07:04 04:03:19,04/07/2021 04:03,185,4,3,6,1,0.065985535,0,background,1,2,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001657.JPG,./dataset_local/001657.png
001658.JPG,systematic,CH,C20,2021:07:16 16:00:17,16/07/2021 16:00,197,16,0,14,0,0.002002258,0,background,1,2,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001658.JPG,./dataset_local/001658.png
001659.JPG,systematic,ZA,SA18,2021:12:08 13:03:17,08/12/2021 13:03,342,13,3,14,0,0.002358215,0,background,6,6,True,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001659.JPG,./dataset_local/001659.png
001660.JPG,strategic,ZA,SA02,2022:04:17 00:04:26,17/04/2022 00:04,107,0,4,-1,1,0.06598553,0,background,2,2,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001660.JPG,./dataset_local/001660.png
001661.JPG,strategic,CH,C06,2021:07:12 12:00:00,12/07/2021 12:00,193,12,0,24,0,0.000978882,1,sunshine,5,4,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001661.JPG,./dataset_local/001661.png
001662.JPG,systematic,ZA,SA24,2022:01:17 09:02:28,17/01/2022 09:02,17,9,2,13,0,0.002002258,0,background,1,1,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001662.JPG,./dataset_local/001662.png
001663.JPG,systematic,CH,C20,2021:08:08 06:00:54,08/08/2021 06:00,220,6,0,4,1,0.065985535,0,background,1,2,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001663.JPG,./dataset_local/001663.png
001664.JPG,systematic,CH,C18,2021:08:01 22:03:33,01/08/2021 22:03,213,22,3,5,1,0.065985535,0,background,3,5,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001664.JPG,./dataset_local/001664.png
001665.JPG,strategic,CH,C24,2021:10:23 00:03:14,23/10/2021 00:03,296,0,3,-2,1,0.06598553,0,background,6,6,True,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001665.JPG,./dataset_local/001665.png
001666.JPG,strategic,ZA,SA15,2022:04:11 07:03:35,11/04/2022 07:03,101,7,3,-1,0,0.004271484,2,snow,3,5,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001666.JPG,./dataset_local/001666.png
001667.JPG,systematic,ZA,SA14,2021:11:21 17:02:17,21/11/2021 17:02,325,17,2,4,0,0.013793335,0,background,3,4,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001667.JPG,./dataset_local/001667.png
001668.JPG,strategic,ZA,SA01,2021:12:16 20:03:41,16/12/2021 20:03,350,20,3,0,1,0.065985535,3,hail,4,2,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001668.JPG,./dataset_local/001668.png
001669.JPG,strategic,ZA,SA03,2021:11:23 03:02:45,23/11/2021 03:02,327,3,2,0,1,0.06598553,3,hail,4,5,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/001669.JPG,./dataset_local/001669.png
001670.JPG,systematic,ZA,SA12,2022:01:11 16:04:00,11/01/2022 16:04,11,16,4,12,0,0.010411743,0,background,1,3,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001670.JPG,./dataset_local/001670.png
001671.JPG,strategic,CH,C04,2021:07:28 01:00:00,28/07/2021 01:00,209,1,0,10,1,0.06598553,0,background,6,6,True,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001671.JPG,./dataset_local/001671.png
001672.JPG,systematic,ZA,SA11,2022:01:30 09:01:51,30/01/2022 09:01,30,9,1,17,0,0.000978882,1,sunshine,4,5,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001672.JPG,./dataset_local/001672.png
001673.JPG,systematic,CH,C20,2021:10:10 11:02:27,10/10/2021 11:02,283,11,2,7,0,0.00115686,1,sunshine,5,2,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001673.JPG,./dataset_local/001673.png
001674.JPG,systematic,ZA,SA13,2021:12:18 18:03:24,18/12/2021 18:03,352,18,3,4,0,0.014594238,0,background,2,4,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001674.JPG,./dataset_local/001674.png
001675.JPG,strategic,ZA,SA03,2022:04:17 18:02:16,17/04/2022 18:02,107,18,2,-1,1,0.06598553,2,snow,4,5,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/001675.JPG,./dataset_local/001675.png
001676.JPG,systematic,ZA,SA02,2021:12:15 04:00:47,15/12/2021 04:00,349,4,0,5,1,0.065985535,0,background,1,2,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001676.JPG,./dataset_local/001676.png
001677.JPG,systematic,CH,C18,2021:07:27 09:02:30,27/07/2021 09:02,208,9,2,12,0,0.007030151,0,background,1,5,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001677.JPG,./dataset_local/001677.png
001678.JPG,systematic,ZA,SA14,2022:02:18 06:01:46,18/02/2022 06:01,49,6,1,5,1,0.065985535,0,background,2,4,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001678.JPG,./dataset_local/001678.png
001679.JPG,systematic,ZA,SA01,2022:02:21 21:01:03,21/02/2022 21:01,52,21,1,5,1,0.065985535,0,background,5,2,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/001679.JPG,./dataset_local/001679.png
001680.JPG,systematic,CH,C17,2021:07:30 11:00:52,30/07/2021 11:00,211,11,0,21,0,0.000889893,1,sunshine,3,3,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/001680.JPG,./dataset_local/001680.png
